ProgramID,Program,Course
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSCI C101
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSCI C160
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSCI C180
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSCI C183
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSCI C185
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSCI C188
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSCI C200
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C100
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C116
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C118
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C165
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C170
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",GERO C170
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C230
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",HLTH C230
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C250
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C255
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C260
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",PSYC C280
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",SOC C100
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",SOC C110
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",SOC C120
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",GERO C121
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",SOC C130
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",SOC C185
AA_SBS,"Social and Behavioral Sciences, Associate of Arts Degree",SOC C245
AA_SOC,"Sociology, Associate of Arts Degree",SOC C100
AA_SOC,"Sociology, Associate of Arts Degree",MATH C160
AA_SOC,"Sociology, Associate of Arts Degree",ANTH C100
AA_SOC,"Sociology, Associate of Arts Degree",HSVC C100
AA_SOC,"Sociology, Associate of Arts Degree",HSVC C101
AA_SOC,"Sociology, Associate of Arts Degree",HSVC C102
AA_SOC,"Sociology, Associate of Arts Degree",HSVC C104
AA_SOC,"Sociology, Associate of Arts Degree",MS C102
AA_SOC,"Sociology, Associate of Arts Degree",MGMT C115
AA_SOC,"Sociology, Associate of Arts Degree",SOC C110
AA_SOC,"Sociology, Associate of Arts Degree",SOC C120
AA_SOC,"Sociology, Associate of Arts Degree",GERO C121
AA_SOC,"Sociology, Associate of Arts Degree",SOC C130
AA_SOC,"Sociology, Associate of Arts Degree",SOC C185
AA_SOC,"Sociology, Associate of Arts Degree",SOC C233
AA_SOC,"Sociology, Associate of Arts Degree",ETHS C233
AA_SOC,"Sociology, Associate of Arts Degree",SOC C245
AA_SOC,"Sociology, Associate of Arts Degree",ARAB C180
AA_SOC,"Sociology, Associate of Arts Degree",ARAB C185
AA_SOC,"Sociology, Associate of Arts Degree",CHIN C180
AA_SOC,"Sociology, Associate of Arts Degree",CHIN C185
AA_SOC,"Sociology, Associate of Arts Degree",FREN C180
AA_SOC,"Sociology, Associate of Arts Degree",FREN C185
AA_SOC,"Sociology, Associate of Arts Degree",FREN C280
AA_SOC,"Sociology, Associate of Arts Degree",FREN C285
AA_SOC,"Sociology, Associate of Arts Degree",JAPN C180
AA_SOC,"Sociology, Associate of Arts Degree",JAPN C185
AA_SOC,"Sociology, Associate of Arts Degree",SIGN C180
AA_SOC,"Sociology, Associate of Arts Degree",SIGN C185
AA_SOC,"Sociology, Associate of Arts Degree",SPAN C180
AA_SOC,"Sociology, Associate of Arts Degree",SPAN C180A
AA_SOC,"Sociology, Associate of Arts Degree",SPAN C180B
AA_SOC,"Sociology, Associate of Arts Degree",SPAN C185
AA_SOC,"Sociology, Associate of Arts Degree",SPAN C280
AA_SOC,"Sociology, Associate of Arts Degree",SPAN C285
AA_SOC,"Sociology, Associate of Arts Degree",VIET C160
AA_SOC,"Sociology, Associate of Arts Degree",VIET C180
AA_SOC,"Sociology, Associate of Arts Degree",VIET C185
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C180
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C180A 
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C180B
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C185
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C185A
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C185B
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C280
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C285
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C180A
AA_SPA,"Spanish, Associate of Arts Degree", SPAN C185B
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C180A &
AA_SPA,"Spanish, Associate of Arts Degree", SPAN C180B
AA_SPA,"Spanish, Associate of Arts Degree",SPAN C185A & 
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ANTH C100
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ANTH C120
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ANTH C185
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ANTH C150
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",MATH C160
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",PSYC C280
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",BIOL C220
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",GEOL C105
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",GEOL C105L
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",GEOL C106
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",GEOG C155
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ANTH C175
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",FN C177
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ANTH C190
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",CMST C150
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ETHS C123
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",HIST C123
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",ETHS C233
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",SOC C233
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",HIST C115
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",MUS C103
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",SOC C100
AAT_ANT,"Anthropology, Associate in Arts Degree for Transfer",SOC C130
AAT_ARH,"Art History, Associate in Arts Degree for Transfer",
AAT_STA,"Studio Arts, Associate in Arts Degree for Transfer",
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",MATH C160
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSYC C100
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSYC C116
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",ANTH C100
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",EDUC C180
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",SOC C100
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",SOC C110
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",BIOL C100
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",PSYC C118
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",EDUC C103
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",EDUC C104
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",EDUC C200
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",EDUC C210
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",ENGL C143
AAT_CAD,"Child and Adolescent Development, Associate in Arts Degree for Transfer",MATH C104
AAT_COM2,"Communication Studies 2.0, Associate in Arts Degree for Transfer",
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",ECON C170
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",ECON C175
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",MATH C160
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",MATH C180
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",ACCT C101
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",ACCT C102
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",ENGL C136
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",CIS C111
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",MATH C115
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",MATH C170
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",ECON C110
AAT_ECO,"Economics, Associate in Arts Degree for Transfer",MATH C280
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C102
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C140
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C150
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C155
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C270
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C275
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C145
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C101
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C135
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C136
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C143
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C144
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C146
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C181
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C296
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C297
AAT_ENG,"English, Associate in Arts Degree for Transfer",HUM C100
AAT_ENG,"English, Associate in Arts Degree for Transfer",THEA C101
AAT_ENG,"English, Associate in Arts Degree for Transfer",ENGL C111
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",EDUC C200
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSYC C116
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",BIOL C100
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",BIOL C100L
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",CHEM C140
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",PHYS C140
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",GEOL C105
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",GEOL C105L
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",GEOL C106
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",MATH C104
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",CMST C110
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",ENGL C100
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",ENGL C140
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",GEOG C100
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",HIST C161
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",HIST C170
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",PSCI C180
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",ENGL C102
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",MUS C100
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",EDUC C103
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",EDUC C104
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",ENGL C143
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",MATH C103
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",MATH C106
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",THEA C100
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",GEOL C105L
AAT_ETE,"Elementary Teacher Education, Associate in Arts Degree for Transfer",GEOL C105 & C105L
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C180
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C180L
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C185
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C165
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C150
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C155
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C170
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOG C100
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",ANTH C100
AAT_GEO,"Geography, Associate in Arts Degree for Transfer",GEOL C105
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C170
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C175
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C161
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C180
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C162
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C185
AAT_HIS,"History, Associate in Arts Degree for Transfer",ANTH C150
AAT_HIS,"History, Associate in Arts Degree for Transfer",ETHS C122
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C122
AAT_HIS,"History, Associate in Arts Degree for Transfer",ETHS C123
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C123
AAT_HIS,"History, Associate in Arts Degree for Transfer",ETHS C233
AAT_HIS,"History, Associate in Arts Degree for Transfer",SOC C233
AAT_HIS,"History, Associate in Arts Degree for Transfer",GEOG C100
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C115
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C121
AAT_HIS,"History, Associate in Arts Degree for Transfer",PSCI C185
AAT_HIS,"History, Associate in Arts Degree for Transfer",SOC C245
AAT_HIS,"History, Associate in Arts Degree for Transfer",ANTH C100
AAT_HIS,"History, Associate in Arts Degree for Transfer",ART C100
AAT_HIS,"History, Associate in Arts Degree for Transfer",ART C101
AAT_HIS,"History, Associate in Arts Degree for Transfer",ART C102
AAT_HIS,"History, Associate in Arts Degree for Transfer",GEOG C185
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C135
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C150
AAT_HIS,"History, Associate in Arts Degree for Transfer",HIST C155
AAT_HIS,"History, Associate in Arts Degree for Transfer",MUS C100
AAT_HIS,"History, Associate in Arts Degree for Transfer",MUS C139
AAT_HIS,"History, Associate in Arts Degree for Transfer",MUS C143
AAT_HIS,"History, Associate in Arts Degree for Transfer",PSCI C180
AAT_HIS,"History, Associate in Arts Degree for Transfer",PSYC C100
AAT_HIS,"History, Associate in Arts Degree for Transfer",SOC C100
AAT_LPP,"Law, Public Policy, and Society, Associate in Arts Degree for Transfer",
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",PHIL C100
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",PHIL C115
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",PHIL C220
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",PHIL C102
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",PHIL C120
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",HIST C180
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",HIST C185
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",BIOL C122
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",PHIL C122
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",ENGL C102
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",HIST C161
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",HIST C162
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",HUM C100
AAT_PHI,"Philosophy, Associate in Arts Degree for Transfer",PHIL C113
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",PSCI C180
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",PSCI C183
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",PSCI C185
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",PSCI C188
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",PSCI C200
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",MATH C160
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",ECON C170
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",ECON C175
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",HIST C161
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",HIST C162
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",HIST C170
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",HIST C175
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",PSCI C101
AAT_POL,"Political Science, Associate in Arts Degree for Transfer",PSCI C160
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",MATH C160
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C100
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C280
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",BIOL C100
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C250
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C116
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C118
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",SOC C100
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C165
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C170
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C255
AAT_PSY,"Psychology, Associate in Arts Degree for Transfer",PSYC C260
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",SOC C100
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",SOC C185
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",MATH C160
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",PSYC C280
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",SOC C110
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",PSYC C260
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",SOC C245
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",SOC C233
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",ETHS C233
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",ANTH C100
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",GEOG C185
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",MCOM C100
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",PSYC C100
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",SOC C120
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",GERO C121
AAT_SOC,"Sociology, Associate in Arts Degree for Transfer",SOC C130
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C180
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C180A
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C180B
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C185
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C185A
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C185B
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C280
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C285
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",HIST C115
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",HIST C122
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",ANTH C100
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",GEOG C185
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C180A & 
AAT_SPA,"Spanish, Associate in Arts Degree for Transfer",SPAN C185A & 
AAT_SWH,"Social Work and Human Services, Associate in Arts Degree for Transfer",
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C100
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C101
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C102
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C106
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C107
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C112
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C111
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C283
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ACCT C284
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",BUS C100
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",BC C147
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",BC C175
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",CIS C100
AS_ACC,"Accounting: Bookkeeping, Associate of Science Degree",ENGL C103
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C100
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C101
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C102
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C106
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C107
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C112
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C103
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C104
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C108
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C283
AS_ACT,"Accounting: Taxation, Associate of Science Degree",ACCT C284
AS_ACT,"Accounting: Taxation, Associate of Science Degree",BUS C120
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C300
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C301
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C302
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C303
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C304
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C305
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C306
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C307
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C308
AS_BCP,"Building Codes Professional, Associate of Science Degree",BCT C311
AS_BUS,"Business, Associate of Science Degree",
AS_CIS,"Computer Information Systems, Associate of Science Degree",
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C101
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C128
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C158
AS_CYS,"Cybersecurity, Associate of Science Degree",CIS C157
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C132
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C150
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C160
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C170
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C225
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C227
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C230
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C234
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C242
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C250
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C255
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C256
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C260
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C270
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C271
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C280
AS_CYS,"Cybersecurity, Associate of Science Degree",CYBR C291
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C191A
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C230
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C231
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C232B
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C242
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C255
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C260B
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C245
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C253
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C258
AS_CYS,"Cybersecurity, Associate of Science Degree",CST C260
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C111
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C157
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C240
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C250
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C260
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C275
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C190
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C270
AS_DAN,"Data Analytics, Associate of Science Degree",CIS C280
AS_DAN,"Data Analytics, Associate of Science Degree",MATH C160
AS_DAN,"Data Analytics, Associate of Science Degree",PSYC C100
AS_DAN,"Data Analytics, Associate of Science Degree",PSYC C280
AS_DAN,"Data Analytics, Associate of Science Degree",CST C157
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CYBR C101
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CST C128
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CST C158
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CIS C157
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CYBR C150
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CYBR C160
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CYBR C170
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CYBR C250
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CYBR C260
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CST C230
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CST C245
AS_DFI,"Digital Forensics and Incident Response, Associate of Science Degree",CYBR C280
AS_ACG,"Accounting: General Accounting, Associate of Science Degree",ACCT C100
AS_ACG,"Accounting: General Accounting, Associate of Science Degree",ACCT C101
AS_ACG,"Accounting: General Accounting, Associate of Science Degree",ACCT C102
AS_ACG,"Accounting: General Accounting, Associate of Science Degree",ACCT C106
AS_ACG,"Accounting: General Accounting, Associate of Science Degree",ACCT C107
AS_ACG,"Accounting: General Accounting, Associate of Science Degree",ACCT C112
AS_ACG,"Accounting: General Accounting, Associate of Science Degree",ACCT C103
